report_id,report_text,report_type,sif_label,hazard_category,severity,unsafe_act,unsafe_condition,potential_consequence,failed_control,location,equipment,source,immediate_action,intervention,corrective_action,preventive_action,work_stopped
b52f6638-bd94-4666-b2df-2a8b3b7df21a,[Oct 16] Report by W-2339: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,,,updated procedures,False
21f9aa58-9d77-4e38-9053-07d3b0f06409,[Oct 4] Report by W-8008: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,,colleague intervened,,updated procedures,True
c7086eb2-7e73-413c-b69f-82581cb0610e,[Oct 2] Report by W-5505: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Unit A,Compressor,synthetic,stopped work,,,updated procedures,
d00e4a29-fa21-4bff-a772-35416bbea7d9,[Oct 28] Report by W-8417: Small oil spill near Compressor at Unit A. Cleaned up promptly.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Unit A,Compressor,synthetic,reported to supervisor,colleague intervened,cleaned up,retrained staff,False
c911afb3-0496-4347-a4d4-444da9296ae1,[Oct 1] Report by W-3180: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit B,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,,
82e1cd1f-e040-456a-939b-064023f55de6,[Oct 1] Report by W-3180: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit B,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,,
31a2147b-aa7e-4367-a90b-143a242c3ca2,[Oct 16] Report by W-6233: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,stopped work,,replaced equipment,,
8af29b35-50ad-494f-9611-0be56a3f283c,[Oct 16] Report by W-6233: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,stopped work,,replaced equipment,,
54dc3694-173d-4c83-84c7-b5d2c365ceef,[Oct 1] Report by W-4390: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Valve,synthetic,,colleague intervened,replaced equipment,updated procedures,True
721d3d82-b726-4c9d-93fd-fa2f36c829cb,[Oct 1] Report by W-5493: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Confined Space,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,,,cleaned up,updated procedures,True
25863636-c997-4e92-ac66-307f6f14a615,[Oct 9] Report by W-4950: Small oil spill near Compressor at Unit B. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit B,Compressor,synthetic,,,replaced equipment,retrained staff,True
90f3d8da-9e3a-4807-94f2-2a73356778ef,[Oct 28] Report by W-2239: Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,,colleague intervened,replaced equipment,retrained staff,False
c6b8b41e-d117-42f7-99ff-9c8f5f5bc6d0,[Oct 28] Report by W-2239: Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,,colleague intervened,replaced equipment,retrained staff,False
cc65409b-1cb4-4790-a4b8-56c0ccf4c75d,[Oct 6] Report by W-5976: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit A,Compressor,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,True
5a85ee3c-e9cd-4f2f-a7dd-9684304aeebd,[Oct 10] Report by W-7865: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Unit A,Electrical Panel,synthetic,,colleague intervened,,updated procedures,
aff07c42-8204-4b40-9d63-22a1c30541b2,[Oct 12] Report by W-1596: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,colleague intervened,,,True
537c21b1-7ebd-4fb6-9baa-56fa52d02261,[Oct 23] Report by W-5925: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit B,Valve,synthetic,reported to supervisor,,cleaned up,,
c47e266f-1251-4f8c-a997-79e793af6365,[Oct 19] Report by W-8267: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,,,retrained staff,
aceb8e35-a07d-4724-8fc7-c5dea65b3f3d,[Oct 9] Report by W-9750: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,stopped work,,,,
160aaeca-7a6b-4cb8-89d1-04f8734421e5,[Oct 1] Report by W-6894: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit A,Pump,synthetic,,,,updated procedures,False
8b6cea2e-4428-44eb-b830-d32b731aa8ab,<div><p>[Oct 1] Report by W-3024: Trip hazard due to loose cables near Valve. Cables were immediately organized.</p></div>,Unsafe Act,NO,Pressure,LOW,,,,,Unit A,Valve,synthetic,reported to supervisor,colleague intervened,replaced equipment,,False
c5301346-73e6-4d49-bb08-0be514df6951,[Oct 12] Report by W-8309: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,,True
5474fcae-73f8-4991-af77-1296c2ea73d4,[Oct 25] Report by W-5730: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Electrical Panel,synthetic,,,cleaned up,,
88158874-ddc9-45d4-a612-8beea077cffc,[Oct 19] Report by W-9853: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Compressor,synthetic,reported to supervisor,,,retrained staff,True
bf85e5b1-88bc-4a7a-b402-d1c028255cec,[Oct 19] Report by W-5829: Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Electrical,LOW,,,,,Offshore Platform 1,Compressor,synthetic,reported to supervisor,colleague intervened,cleaned up,,True
164ec7c7-6933-452d-bc96-2167efab6d72,[Oct 13] Report by W-9790: Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,stopped work,colleague intervened,replaced equipment,updated procedures,False
e987650a-bd0b-4f4d-8deb-fd624e2d56cf,[Oct 18] Report by W-6926: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,supervisor intervened,,,False
d7819e5f-d967-4559-bf47-492b3886afe5,<div><p>[Oct 23] Report by W-7133: Worker observed not wearing safety glasses at Offshore Platform 1.</p></div>,Unsafe Act,NO,Confined Space,LOW,,,,,Offshore Platform 1,Compressor,synthetic,reported to supervisor,colleague intervened,cleaned up,retrained staff,True
4f0cd16c-c3d9-48fd-95ac-c83ba5dc01bd,[Oct 8] Report by W-7571: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,,cleaned up,updated procedures,True
bf1e3f4b-f2c5-4b40-824b-c4eb9c8f1899,[Oct 21] Report by W-4680: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,colleague intervened,cleaned up,,False
d9a3f62c-f549-4817-9c0a-8f75d8126aa2,[Oct 28] Report by W-8553: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Valve,synthetic,,,replaced equipment,,False
5db5f6e8-7674-4a92-8ff0-d7a014bbd3b3,<div><p>[Oct 4] Report by W-6936: Worker observed not wearing safety glasses at Unit A.</p></div>,Unsafe Condition,NO,Electrical,LOW,,,,,Unit A,Electrical Panel,synthetic,,,cleaned up,updated procedures,True
7f0abd10-4477-44b7-a2aa-1f2038184815,[Oct 3] Report by W-2971: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Valve,synthetic,stopped work,,replaced equipment,updated procedures,True
77a87baf-5697-4c85-8ab6-49148c26ec85,[Oct 28] Report by W-2554: Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Pump,synthetic,stopped work,colleague intervened,cleaned up,,True
c9f158be-43ea-4eb6-b2a3-b2f93ca67a23,[Oct 4] Report by W-7324: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Unit B,Compressor,synthetic,,colleague intervened,,retrained staff,False
4a5890a7-d622-4e53-9876-b306ee1c02e5,[Oct 13] Report by W-7885: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,,,retrained staff,False
3018e531-9887-4e28-809e-475e4b942419,[Oct 24] Report by W-3402: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit B,Pump,synthetic,,supervisor intervened,cleaned up,retrained staff,
8938def0-79e4-44cc-af70-0e8862e241cb,[Oct 19] Report by W-5179: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,,supervisor intervened,replaced equipment,,True
d7afe8a3-c557-451e-95da-713d3400af5f,[Oct 4] Report by W-4763: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Confined Space,LOW,,,,,Refinery Sector 4,Compressor,synthetic,stopped work,supervisor intervened,cleaned up,retrained staff,True
0c78e462-9307-42f6-a698-73ae208f7440,[Oct 8] Report by W-7970: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,,,updated procedures,
3235747c-b273-40e6-bbe3-f948f1fb235f,[Oct 16] Report by W-5804: Worker entered the confined space at Unit B without conducting a gas test. No standby person was present.,Near Miss,YES,Pressure,CRITICAL,,,,,Unit B,Heat Exchanger,synthetic,,,,retrained staff,False
39f480be-e2c1-4176-a57c-5831665232b4,[Oct 9] Report by W-8693: Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit A,Pump,synthetic,reported to supervisor,,cleaned up,retrained staff,True
7ab553b0-19c9-4832-9a0d-e86fdfd55260,[Oct 16] Report by W-5822: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,LOW,,,,,Offshore Platform 1,Pump,synthetic,,colleague intervened,cleaned up,,False
74a63707-c0b6-4bfe-8ff4-8c89137003c3,[Oct 16] Report by W-8690: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Unit A,Compressor,synthetic,reported to supervisor,colleague intervened,replaced equipment,,False
22db723d-a372-4217-a0cf-5c773cfb0b8e,[Oct 27] Report by W-1675: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,colleague intervened,replaced equipment,updated procedures,
43d554b0-ccde-46d9-ab8d-ae71bdd23ff6,[Oct 2] Report by W-7682: Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Unit B,Pump,synthetic,stopped work,,,updated procedures,
7ce8f04e-8bb6-47a8-8d09-82b2cda9d84e,[Oct 18] Report by W-7983: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Working at Height,LOW,,,,,Unit A,Valve,synthetic,,supervisor intervened,cleaned up,updated procedures,False
19412cab-3c18-4561-ace8-de2e0f2f7602,[Oct 8] Report by W-3214: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit A,Electrical Panel,synthetic,stopped work,,,retrained staff,
97dcf5a8-6b2e-4075-a1ae-a8a830642e0a,[Oct 25] Report by W-3256: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,stopped work,,cleaned up,updated procedures,True
93117fbe-7fce-4a58-87a1-5e000868b399,"[Oct 5] Report by W-2206: During maintenance of the Compressor at Refinery Sector 4, the technician started work without isolating the equipment. The Compressor was still energized.",Near Miss,YES,Energy Isolation,HIGH,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,updated procedures,True
9b94ed47-cc6c-4c15-8287-32b5736a0c80,[Oct 15] Report by W-4018: Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,LOW,,,,,Unit B,Pump,synthetic,stopped work,,,retrained staff,True
8efc2cb5-fe6d-4cc4-980f-6525e47fe0b3,[Oct 5] Report by W-3720: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Compressor,synthetic,stopped work,,,updated procedures,False
ce59c2ac-615c-4285-8488-53539831693f,[Oct 17] Report by W-7203: Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,,,replaced equipment,retrained staff,True
156060f7-806b-485b-93b8-acca1adba686,[Oct 24] Report by W-8037: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Working at Height,LOW,,,,,Unit A,Compressor,synthetic,stopped work,supervisor intervened,cleaned up,updated procedures,False
b8e7437e-f6e9-4f2e-b241-796fe39073a2,[Oct 23] Report by W-9067: Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Electrical,LOW,,,,,Offshore Platform 1,Compressor,synthetic,,,replaced equipment,,
a9baed54-fe1b-4730-9c18-afede4844398,[Oct 28] Report by W-2005: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,stopped work,colleague intervened,replaced equipment,retrained staff,
c8a1ced7-7987-4c53-9b04-9cd3713cdab4,[Oct 15] Report by W-1404: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Working at Height,LOW,,,,,Offshore Platform 1,Valve,synthetic,stopped work,colleague intervened,,,True
d715893d-ce54-4298-80f3-588fc2eeb47a,[Oct 3] Report by W-2875: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Confined Space,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,replaced equipment,,True
eaefbc37-9eb6-4d76-8f36-e8a2827f1956,[Oct 14] Report by W-4405: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit B,Electrical Panel,synthetic,reported to supervisor,supervisor intervened,cleaned up,retrained staff,False
d2ea15d4-189a-4840-aebc-5c46d1731604,[Oct 24] Report by W-5702: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit A,Valve,synthetic,,colleague intervened,replaced equipment,,
bd62780b-99a4-4a48-a472-a0d6ddbd0bbc,[Oct 4] Report by W-9139: Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Pressure,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,reported to supervisor,,replaced equipment,retrained staff,
bf876763-a40b-4971-bdb4-acfceade8450,[Oct 21] Report by W-2611: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,colleague intervened,replaced equipment,updated procedures,
e2f6342d-2a0e-41d3-a7b2-9c282f01327f,[Oct 25] Report by W-9883: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,,False
ae6a99f2-de6d-489f-8ef1-aea3e19ef7cd,[Oct 2] Report by W-3983: Small oil spill near Valve at Unit A. Cleaned up promptly.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Unit A,Valve,synthetic,,,,updated procedures,False
9d4405b4-ddcf-4d9a-89fd-6353950fa2a7,[Oct 14] Report by W-2965: Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,colleague intervened,,,True
e0e7bcfd-4625-4342-89a4-495f28a14bbe,[Oct 8] Report by W-5406: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit A,Pump,synthetic,,colleague intervened,replaced equipment,,False
9095b06f-6a93-47f7-bd11-244abd37cbc1,[Oct 1] Report by W-4611: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit A,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,retrained staff,
6a81a527-57bb-4550-9e3c-cd6352835c61,[Oct 26] Report by W-8453: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,stopped work,colleague intervened,replaced equipment,,False
909ded6b-2e74-4f17-9c8e-240edb1f9993,[Oct 6] Report by W-3564: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,stopped work,colleague intervened,replaced equipment,,
359d9864-cbc2-4f9e-9463-5c5d01e44c5e,[Oct 13] Report by W-5291: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Unit A,Electrical Panel,synthetic,reported to supervisor,colleague intervened,,updated procedures,False
7e602346-ed80-4ffd-a137-0d355d73894b,[Oct 6] Report by W-8854: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Unit B,Electrical Panel,synthetic,,,replaced equipment,retrained staff,False
1fa38a8a-8f89-459b-bf88-7a2b84162453,[Oct 21] Report by W-7056: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,supervisor intervened,,,False
12680c75-9f23-44e5-93e6-e1d95a74a6fe,[Oct 2] Report by W-9363: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Pressure,LOW,,,,,Unit A,Valve,synthetic,,supervisor intervened,replaced equipment,,False
d4dc3303-8505-4004-8040-d3d97092a003,[Oct 22] Report by W-6206: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Confined Space,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,reported to supervisor,,cleaned up,,True
b8676ec7-d30a-4296-90f4-f748b9fd0842,,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,,supervisor intervened,replaced equipment,,
a34fd173-fff0-40e7-acde-d6c4d1ba5dbe,[Oct 18] Report by W-8406: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit A,Valve,synthetic,reported to supervisor,supervisor intervened,cleaned up,,False
ab336418-9133-43df-8e67-a2a21497154b,[Oct 21] Report by W-8698: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Pressure,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,True
bf8f5b47-0b5e-446c-bb75-b77a1e9f0e52,[Oct 21] Report by W-2016: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,stopped work,supervisor intervened,,updated procedures,False
2b10920f-9783-4d0f-8f70-390df78cd668,[Oct 10] Report by W-2895: Line opened with residual pressure on the Electrical Panel. High-energy release narrowly missed the operator.,Unsafe Act,YES,Confined Space,CRITICAL,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,False
12ce3f16-a6da-4baf-9fec-ca5ebadd2b28,[Oct 11] Report by W-6164: Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Act,NO,Confined Space,LOW,,,,,Unit A,Pump,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,False
0899effe-6796-43c8-921b-08162e5db807,[Oct 23] Report by W-8768: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,reported to supervisor,colleague intervened,replaced equipment,retrained staff,False
d607c51c-9a91-4872-883f-1b79c4ef9ea6,[Oct 2] Report by W-4572: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit B,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,True
6eec763b-393d-4799-a0ca-09ddfddb2de1,[Oct 23] Report by W-7822: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,,
bc339af6-5f66-415a-ae7e-4a9f71c2aaf1,[Oct 5] Report by W-2652: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Confined Space,LOW,,,,,Unit A,Heat Exchanger,synthetic,,,replaced equipment,updated procedures,
9f602ba5-369a-4ab0-83e5-8a202c6566e1,[Oct 24] Report by W-5219: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,,,,
0cce9409-f9ab-44e1-bb9f-53ec4cdc6a9c,[Oct 27] Report by W-5592: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,supervisor intervened,replaced equipment,,False
4e19c1a2-82e1-467a-bc79-497f6447d031,[Oct 19] Report by W-6788: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,,supervisor intervened,,,True
c37094f8-e4cf-400e-8abd-bfaa9cb259ce,[Oct 4] Report by W-1259: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Confined Space,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,stopped work,colleague intervened,,updated procedures,True
dca7dcda-063a-4c88-bc7c-f2e96a97b8b1,[Oct 2] Report by W-7868: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,supervisor intervened,replaced equipment,retrained staff,True
fa849d90-d8f1-4468-9274-af7d001e0932,[Oct 17] Report by W-8670: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Pressure,LOW,,,,,Refinery Sector 4,Pump,synthetic,,supervisor intervened,,retrained staff,
8df445ca-efef-4741-9454-df4de2fc8570,[Oct 23] Report by W-1768: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,False
9349124a-e05e-4e0b-a16b-2c150a4810b2,[Oct 14] Report by W-9112: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,stopped work,,,updated procedures,False
8af19292-f0b8-4e9e-91ef-cb1ff04bcace,"[Oct 18] Report by W-1386: While working at Offshore Platform 1, worker was at height without fall protection. Serious risk of fatal fall.",Near Miss,YES,Energy Isolation,CRITICAL,,,,,Offshore Platform 1,Heat Exchanger,synthetic,reported to supervisor,,,updated procedures,False
53f1b332-dea2-4325-ab5d-2b7aa5aba177,[Oct 24] Report by W-8573: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,,colleague intervened,cleaned up,,False
e86f1d6f-8c37-40f3-b2e6-4b0ed838bcfb,[Oct 18] Report by W-2246: Small oil spill near Valve at Unit B. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit B,Valve,synthetic,,colleague intervened,replaced equipment,,
de0bdaaa-2ec3-47dc-874b-bf2c0a833853,[Oct 27] Report by W-3552: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,,cleaned up,updated procedures,False
072a009f-46ca-450e-951d-433de4c90834,[Oct 5] Report by W-1104: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit A,Valve,synthetic,,,cleaned up,retrained staff,False
3e4e4039-6e71-410c-b868-8aa9194f9809,[Oct 1] Report by W-5047: Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,reported to supervisor,,cleaned up,updated procedures,
1e788474-4848-474d-98fe-b0be554271af,[Oct 3] Report by W-7732: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,stopped work,supervisor intervened,replaced equipment,retrained staff,False
9b6ee6f3-921f-4592-b2bb-c9e0e3530d6c,[Oct 23] Report by W-4457: Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,reported to supervisor,supervisor intervened,replaced equipment,updated procedures,
82c94404-db37-495a-9949-cd4a3e08ba3e,[Oct 17] Report by W-2326: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Unit A,Electrical Panel,synthetic,reported to supervisor,colleague intervened,replaced equipment,retrained staff,True
